Gene_acc,Gene_id,WT1,WT2,WT3,Plus1,Plus2,Plus3,Desc
1688,Tb927.1.4690,356760.0,414940.0,362040.0,411190.0,386560.0,398860.0,Protein arginine N-methyltransferase 1 catalytic subunit
1689,Tb927.5.900,233190.0,267990.0,259050.0,304060.0,314940.0,302570.0,"oligosaccharyl transferase subunit, putative"
1690,Tb927.10.10590,2748000.0,3340800.0,2896000.0,2651800.0,2636200.0,2665600.0,"histone H2B, putative"
1691,Tb927.9.6560,446170.0,522410.0,475040.0,505170.0,490050.0,496570.0,"NAK family pseudokinase, putative"
1692,Tb927.3.1600,89048.0,94143.0,86861.0,106220.0,97853.0,95519.0,Mitochondrial import inner membrane translocase subunit 10
1693,Tb927.11.13070,124790.0,140100.0,131140.0,139140.0,139610.0,134480.0,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
1694,Tb927.8.3860,91332.0,109040.0,99139.0,125090.0,117980.0,125040.0,cytosolic iron-sulfur protein assembly 1
1695,Tb927.7.3370,1413100.0,1580500.0,1438700.0,1594100.0,1538100.0,1549500.0,"Intraflagellar transport protein 74, putative"
1696,Tb927.10.310,252780.0,299560.0,271470.0,279360.0,264330.0,273010.0,pumillio/PUF RNA binding protein 3
1697,Tb927.10.4630,22221.0,24622.0,22311.0,32243.0,30900.0,29462.0,"hypothetical protein, conserved"
1698,Tb927.6.2880,607640.0,680400.0,627450.0,693430.0,704740.0,703500.0,"kinesin, putative"
1699,Tb927.11.6610,366820.0,430740.0,381500.0,523520.0,520580.0,519430.0,"hypothetical protein, conserved"
1700,Tb927.3.4460,2842.1,4210.6,3864.0,3397.4,3204.8,3510.7,"hypothetical protein, conserved"
1701,Tb927.10.6690,90867.0,103430.0,94702.0,109790.0,107830.0,104410.0,protein tyrosine phosphatase 1
1702,Tb927.10.13335,42986.0,45787.0,42049.0,46898.0,51233.0,50010.0,"Zinc-finger of C2H2 type, putative"
1703,Tb927.11.4970,119040.0,141650.0,134020.0,161970.0,165980.0,158550.0,Chromatin assembly factor 1 subunit C
1704,Tb927.3.4770,231200.0,272300.0,239990.0,288340.0,270300.0,273510.0,leucine-rich repeat-containing protein
1705,Tb927.2.4650,98828.0,112650.0,105860.0,118640.0,116330.0,120550.0,"hypothetical protein, conserved"
1706,Tb927.1.1960,240810.0,280010.0,251520.0,288790.0,288320.0,283780.0,"chaperone protein DnaJ, putative"
1707,Tb927.7.1130,560390.0,651470.0,570040.0,548340.0,522500.0,526270.0,trypanothione/tryparedoxin dependent peroxidase 2
1708,Tb927.7.4000,443490.0,512540.0,461960.0,427000.0,416290.0,423050.0,"glutathione synthetase, putative"
1709,Tb927.4.4580,372570.0,418310.0,380870.0,467070.0,469410.0,454590.0,"hypothetical protein, conserved"
1710,Tb11.02.5090b,202360.0,213990.0,206100.0,229570.0,233420.0,223170.0,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
1711,Tb927.11.10010,255640.0,281680.0,255850.0,301860.0,288410.0,296920.0,"vacuolar sorting-associated protein-like, putative"
1712,Tb927.11.13450,127450.0,141890.0,133110.0,131270.0,129850.0,131870.0,"hypothetical protein, conserved"
1713,Tb927.11.14140,403150.0,463040.0,425110.0,449820.0,453650.0,451690.0,ethanolamine-phosphate cytidylyltransferase
1714,Tb927.2.5060,741860.0,851850.0,758100.0,912620.0,884620.0,894520.0,"GTP binding protein, putative"
1715,Tb927.7.6460,211770.0,232210.0,214950.0,358850.0,336950.0,342160.0,"Defective in exine formation 1 homolog, putative"
1716,Tb927.9.11220,420330.0,488720.0,427360.0,543980.0,498190.0,509900.0,"tRNA import complex component, putative"
1717,Tb927.10.13280,1807800.0,2036400.0,1855900.0,2041700.0,2054000.0,2045100.0,"hypothetical protein, conserved"
1718,Tb927.4.4700,723590.0,816210.0,770680.0,934080.0,933620.0,908520.0,"hypothetical protein, conserved"
1719,Tb927.5.4150,283130.0,326050.0,299070.0,398360.0,392120.0,391220.0,"hypothetical protein, conserved"
1720,Tb927.3.710,36188.0,41813.0,38687.0,38235.0,35622.0,39553.0,"RING-variant domain containing protein, putative"
1721,Tb927.10.2680,103480.0,121190.0,105820.0,115730.0,111130.0,111280.0,"pyridine nucleotide-disulphide oxidoreductase, putative"
1722,Tb927.7.2500,477050.0,540860.0,503110.0,643570.0,642430.0,629330.0,proteasome regulatory ATPase subunit 1
1723,Tb927.10.5270,51742.0,53411.0,50767.0,50339.0,53487.0,52804.0,mitogen-activated protein kinase kinase 5
1724,Tb927.11.760,1593200.0,1744700.0,1634600.0,1764900.0,1771700.0,1726800.0,"protein phosphatase 2C, putative"
1725,Tb927.7.2240,1102800.0,1232300.0,1126900.0,1240100.0,1239300.0,1222900.0,"hypothetical protein, conserved"
1726,Tb10.v4.0052,41239.0,45594.0,41548.0,32605.0,32648.0,33413.0,microtubule-associated protein 2
1727,Tb927.10.11960,106170.0,120960.0,107820.0,116010.0,108600.0,115610.0,"Serine/threonine-protein phosphatase 1 regulatory subunit, putative"
1728,Tb927.3.4660,607130.0,691790.0,621590.0,660570.0,633390.0,640540.0,"WD domain, G-beta repeat, putative"
1729,Tb11.v5.0892,23355.0,27276.0,27707.0,31613.0,29930.0,30117.0,"hypothetical protein, conserved"
1730,Tb927.8.1240,13996.0,16895.0,15620.0,13353.0,13593.0,11747.0,"electron transfer flavoprotein-ubiquinone oxidoreductase, putative"
1731,Tb927.10.10620,54271.0,60457.0,56153.0,75932.0,80268.0,78055.0,"hypothetical protein, conserved"
1732,Tb927.9.12670,45000.0,51494.0,48100.0,56743.0,56417.0,55107.0,predicted zinc finger protein
1733,Tb927.11.13700,225490.0,253900.0,232980.0,287340.0,288940.0,291770.0,Basal body protein
1734,Tb927.9.13430,90905.0,96775.0,89256.0,91250.0,86513.0,87633.0,"ubiquitin carboxyl-terminal hydrolase, putative"
1735,Tb927.4.3390,69417.0,79886.0,81059.0,83012.0,81124.0,84271.0,"tuzin, putative"
1736,Tb927.9.2760,211390.0,251740.0,236780.0,303200.0,299480.0,308150.0,"EB1-like C-terminal motif containing protein, putative"
1737,Tb927.7.6900,445390.0,499600.0,455230.0,471780.0,480260.0,486530.0,Sister chromatid cohesion protein 1
1738,Tb927.11.16120,234550.0,266850.0,242830.0,247430.0,249750.0,243220.0,"hypothetical protein, conserved"
1739,Tb927.10.770,258670.0,296010.0,278530.0,314590.0,315640.0,307770.0,"RF-1 domain containing protein, putative"
1740,Tb927.6.3840,725570.0,820000.0,764460.0,733190.0,729770.0,744490.0,reticulon domain protein
1741,Tb927.10.6830,141450.0,159940.0,151420.0,158630.0,156870.0,162960.0,bardet-biedl syndrome 4 protein
1742,Tb927.5.3460,43994.0,50211.0,44542.0,56875.0,56680.0,55988.0,Flagellum attachment zone protein 16
1743,Tb927.9.13460,25864.0,30783.0,27914.0,34636.0,36001.0,36566.0,"Spt4/RpoE2 zinc finger, putative"
1744,Tb927.6.930,14707.0,14928.0,16456.0,16454.0,15220.0,17137.0,metacaspase MCA3
1745,Tb927.3.5530,1599200.0,1828000.0,1657600.0,1985500.0,1948500.0,1962000.0,Tb-292 membrane associated protein
1746,Tb927.7.5600,86781.0,102530.0,94212.0,96040.0,97942.0,99667.0,"leucine-rich repeat protein (LRRP), putative"
1747,Tb927.11.8110,61165.0,62530.0,61722.0,60619.0,62425.0,65104.0,"hypothetical protein, conserved"
1748,Tb927.10.14480,159540.0,180450.0,166850.0,193260.0,193760.0,186270.0,"hypothetical protein, conserved"
1749,Tb927.9.4850,309710.0,348860.0,323760.0,374630.0,376970.0,377950.0,"leucine-rich repeat protein (LRRP), putative"
1750,Tb927.7.530,274080.0,303790.0,285110.0,312170.0,309390.0,313000.0,"FYVE zinc finger, putative"
1751,Tb927.10.2630,120240.0,135330.0,126610.0,121180.0,115980.0,118090.0,"Regulator of Vps4 activity in the MVB pathway, putative"
1752,Tb927.3.4450,30677.0,34268.0,31622.0,30915.0,28668.0,28283.0,"hypothetical protein, conserved"
1753,Tb927.1.3300,623120.0,702790.0,646360.0,616150.0,614960.0,626040.0,"Myotubularin-related protein, putative"
1754,Tb927.11.10180,59282.0,64549.0,61464.0,61048.0,58549.0,59822.0,"hypothetical protein, conserved"
1755,Tb927.6.4590,1270700.0,1418300.0,1307600.0,1443200.0,1426000.0,1388600.0,"glutamyl-tRNA synthetase, putative"
1756,Tb927.6.2510,78399.0,86252.0,73664.0,114280.0,104200.0,105070.0,"Succinate dehydrogenase assembly factor 2, mitochondrial"
1757,Tb927.10.15960,195860.0,227400.0,213730.0,293830.0,291750.0,296600.0,"hypothetical protein, conserved"
1758,Tb927.11.6130,247680.0,291960.0,266090.0,298970.0,289240.0,290400.0,SKP1-like protein
1759,Tb927.10.9130,164270.0,176810.0,170050.0,203690.0,210040.0,193700.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1760,Tb927.10.1170,3261600.0,3673600.0,3330900.0,3334600.0,3283900.0,3266200.0,intraflagellar transport protein 172
1761,Tb927.5.4330,382510.0,436950.0,398450.0,470720.0,462130.0,466550.0,"dihydrolipoamide branched chain transacylase, putative"
1762,Tb927.11.4380,654210.0,772910.0,686190.0,702030.0,684450.0,702710.0,"ATP-dependent RNA helicase, putative"
1763,Tb927.8.4570,174300.0,196670.0,178810.0,222770.0,232590.0,226560.0,"Zinc finger, C3HC4 type (RING finger), putative"
1764,Tb927.11.12580,4546.7,5199.4,5433.3,5888.1,6174.6,6216.8,"hypothetical protein, conserved"
1765,Tb927.10.14990,1101900.0,1287900.0,1168500.0,1104900.0,1108700.0,1114500.0,intraflagellar transport protein 80
1766,Tb927.3.4860,226170.0,250940.0,233850.0,189290.0,191880.0,192400.0,mitogen-activated protein kinase kinase 1
1767,Tb927.11.6470,104980.0,120580.0,110380.0,111150.0,109800.0,114880.0,MICOS complex subunit MIC16
1768,Tb927.3.5400,35384.0,42653.0,41832.0,57485.0,57649.0,59136.0,"serine/threonine protein kinase RIO1, putative"
1769,Tb927.3.5540,611060.0,689550.0,627830.0,718010.0,668420.0,681780.0,"dynein intermediate chain WDRD34, putative"
1770,Tb927.10.11590,549150.0,649430.0,563600.0,625040.0,599460.0,616040.0,"nicotinate phosphoribosyltransferase, putative"
1771,Tb927.5.1410,725560.0,834810.0,749560.0,1252600.0,1240900.0,1226800.0,64 kDa invariant surface glycoprotein
1772,Tb927.10.9720,171590.0,190670.0,175950.0,158540.0,158530.0,159850.0,RNA-editing-associated protein 1
1773,Tb927.10.3230,241800.0,256040.0,233780.0,235270.0,236730.0,242770.0,"CMGC/MAPK protein kinase, putative"
1774,Tb927.3.5350,77069.0,92634.0,81369.0,83085.0,83676.0,82472.0,"hypothetical protein, conserved"
1775,Tb927.11.5600,53646.0,66261.0,60075.0,78903.0,73237.0,83901.0,Archaic Translocase of outer membrane 14 kDa subunit
1776,Tb11.02.5390b,490950.0,566590.0,523620.0,595720.0,596980.0,585820.0,"mRNA processing protein, putative"
1777,Tb927.10.14750,377370.0,395490.0,366330.0,501030.0,492070.0,487930.0,"fibrillarin, putative"
1778,Tb927.7.6380,152280.0,167640.0,152380.0,170070.0,165720.0,158790.0,"ssm4 protein, putative"
1779,Tb927.10.6920,401040.0,449660.0,418200.0,495380.0,490290.0,491620.0,hypothetical protein
1780,Tb927.11.2040,224990.0,266360.0,235740.0,280510.0,278590.0,282930.0,"STE/STE11 serine/threonine-protein kinase, putative"
1781,Tb927.11.240,94786.0,109110.0,101660.0,110590.0,112020.0,113550.0,"hypothetical protein, conserved"
1782,Tb927.5.3260,470360.0,535030.0,487140.0,577810.0,569290.0,570450.0,"WD domain, G-beta repeat, putative"
1783,Tb927.11.4040,77774.0,86467.0,81081.0,81958.0,78496.0,82144.0,"hypothetical protein, conserved"
1784,Tb927.8.7980,1280600.0,1431500.0,1313200.0,1262300.0,1228000.0,1216200.0,"Pyrophosphate-energized vacuolar membrane proton pump 2, putative"
1785,Tb927.10.4500,187170.0,207020.0,193510.0,260060.0,264620.0,259190.0,cap guanine-N7 methyltransferase
1786,Tb927.7.6090,1844800.0,2030700.0,1901100.0,2025100.0,1996100.0,1985200.0,eukaryotic translation initiation factor 3 subunit a
1787,Tb927.7.5040,57042.0,61676.0,57371.0,56201.0,60062.0,59093.0,"kinesin, putative"
1788,Tb927.5.3830,286930.0,325350.0,295410.0,324120.0,317370.0,319330.0,dihydroorotate dehydrogenase (fumarate)
1789,Tb927.10.4840,35854.0,41581.0,36912.0,39984.0,41486.0,41115.0,"transcription factor IIa, putative"
1790,Tb927.10.11760,364420.0,402250.0,382640.0,407020.0,407700.0,406310.0,pumilio/PUF RNA binding protein 6
1791,Tb927.11.14130,618250.0,690640.0,636080.0,705370.0,693440.0,684040.0,"ribosomal protein L18, putative"
1792,Tb927.4.5150,119110.0,127230.0,120720.0,119840.0,120940.0,123170.0,"hypothetical protein, conserved"
1793,Tb927.2.1180,167610.0,186160.0,183120.0,193990.0,194540.0,190050.0,"retrotransposon hot spot protein 3 (RHS3), putative"
1794,Tb927.11.5120,145960.0,165540.0,157870.0,162720.0,165470.0,163190.0,"TPR repeat/SET domain containing protein, putative"
1795,Tb927.11.8870,362980.0,422070.0,391490.0,506160.0,511810.0,508310.0,"DEAD-box ATP-dependent RNA helicase, mitochondrial"
1796,Tb927.10.13780,674970.0,764050.0,697620.0,725870.0,730120.0,719780.0,Glycogen synthase kinase 3 short
1797,Tb927.7.6810,12292.0,12639.0,13838.0,13716.0,13940.0,14569.0,"EF-hand domain pair, putative"
1798,Tb927.9.1980,338250.0,384240.0,363550.0,472730.0,475770.0,459580.0,"hypothetical protein, conserved"
1799,Tb927.4.1460,95796.0,110100.0,102550.0,105720.0,101560.0,98790.0,"Zn-finger in ubiquitin-hydrolases and other protein, putative"
1800,Tb927.10.4440,241630.0,279060.0,250590.0,222540.0,217650.0,218040.0,predicted SAP domain protein
1801,Tb927.9.15000,263300.0,306550.0,269670.0,319770.0,303620.0,301230.0,"proteasome complex subunit Rpn13 ubiquitin receptor, putative"
1802,Tb927.10.12230,95444.0,102900.0,98782.0,92406.0,91347.0,92599.0,"hypothetical protein, conserved"
1803,Tb927.11.14430,226840.0,270110.0,227250.0,272830.0,253340.0,263570.0,proteasome regulatory non-ATP-ase subunit
1804,Tb927.6.3190,30126.0,49686.0,35397.0,34627.0,36318.0,38583.0,"hypothetical protein, conserved"
1805,Tb927.11.1130,298390.0,322800.0,301360.0,220790.0,217310.0,217470.0,"calpain-like cysteine peptidase, putative"
1806,Tb927.3.4240,58230.0,62682.0,57684.0,65027.0,65662.0,66369.0,"thioredoxin, putative"
1807,Tb927.5.2530,810670.0,932250.0,845150.0,1161500.0,1172000.0,1157400.0,RNA cytidine acetyltransferase
1808,Tb927.8.920,111250.0,128140.0,122530.0,164370.0,158880.0,163250.0,"ubiquitin-conjugating enzyme E2, putative"
1809,Tb927.3.2980,93374.0,103420.0,91538.0,119530.0,117440.0,119370.0,Mitochondrial iron transporter
1810,Tb927.11.1210,547740.0,594840.0,562960.0,601350.0,607000.0,587910.0,"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative"
1811,Tb927.11.3830,219190.0,254800.0,230890.0,319970.0,310840.0,330410.0,"hypothetical protein, conserved"
1812,Tb927.11.3980,78816.0,91301.0,79146.0,92018.0,91192.0,89777.0,"metallo-peptidase, Clan ME, Family M16"
1813,Tb927.4.4660,63826.0,75638.0,71623.0,95615.0,98384.0,100710.0,"Protein of unknown function DUF84, putative"
1814,Tb927.8.7200,476810.0,518970.0,481050.0,487130.0,470880.0,481400.0,"Region in Clathrin and VPS, putative"
1815,Tb927.8.7020,739500.0,843180.0,780380.0,815980.0,817110.0,806930.0,"peptidase, putative"
1816,Tb927.10.5690,364120.0,423900.0,378340.0,499070.0,476670.0,495710.0,"procyclin-associated gene 2 (PAG2) protein, putative"
1817,Tb927.7.720,57309.0,66558.0,62828.0,61669.0,61832.0,63716.0,conserved protein
1818,Tb927.3.5430,284810.0,328720.0,296810.0,335800.0,323550.0,326320.0,"hypothetical protein, conserved"
1819,Tb927.9.2590,703170.0,788690.0,721460.0,802440.0,808390.0,799220.0,"hypothetical protein, conserved"
1820,Tb927.7.5060,21848.0,24021.0,20961.0,22210.0,21219.0,21964.0,"CLN3 protein, putative"
1821,Tb927.4.3970,59329.0,71717.0,63044.0,60286.0,61232.0,63860.0,"hypothetical protein, conserved"
1822,Tb927.10.9820,472500.0,528430.0,516180.0,538580.0,547910.0,532140.0,mitochondrial intermediate peptidase
1823,Tb927.10.14470,1519200.0,1742400.0,1584800.0,1593000.0,1602200.0,1570500.0,intraflagellar transport protein 140
1824,Tb927.10.7870,72868.0,84550.0,75398.0,84295.0,85502.0,85610.0,"hypothetical protein, conserved"
1825,Tb927.11.7190,173300.0,211030.0,191510.0,202830.0,205730.0,203990.0,hypothetical protein
1826,Tb927.6.1970,68672.0,76329.0,72572.0,74133.0,75635.0,77475.0,nuclear cap binding protein
1827,Tb927.9.2650,187730.0,207880.0,195940.0,203790.0,202280.0,202760.0,Present in the outer mitochondrial membrane proteome 2
1828,Tb927.4.2500,281140.0,313240.0,293420.0,322190.0,328230.0,313210.0,eukaryotic translation initiation factor 2-alpha kinase 2
1829,Tb927.8.1860,872540.0,990980.0,928440.0,1116500.0,1084100.0,1098000.0,pitrilysin-like metalloprotease
1830,Tb927.11.13270,277770.0,314560.0,294460.0,310400.0,313910.0,299750.0,"hypothetical protein, conserved"
1831,Tb927.6.920,30434.0,33531.0,29733.0,34082.0,35339.0,35832.0,"helicase, putative"
1832,Tb927.10.15180,360320.0,422290.0,393790.0,462170.0,440680.0,432260.0,"nucleosome assembly protein, putative"
1833,Tb927.10.7900,32543.0,34413.0,30161.0,29194.0,31920.0,31882.0,"hypothetical protein, conserved"
1834,Tb927.11.2200,190930.0,206850.0,195030.0,255060.0,255540.0,253860.0,"DNA-directed RNA polymerase II, putative"
1835,Tb927.11.16400,323440.0,363950.0,331280.0,355710.0,352240.0,351950.0,"kinetoplast-associated protein 3, putative"
1836,Tb927.11.11030,60678.0,74260.0,64447.0,79830.0,71945.0,78406.0,exosome-associated protein 4
1837,Tb927.9.5590,827750.0,973110.0,882210.0,869240.0,854900.0,851640.0,DNA topoisomerase ii
1838,Tb927.9.4450,133570.0,154830.0,140760.0,151180.0,147040.0,150050.0,hypothetical protein
1839,Tb927.8.3370,39916.0,46695.0,46648.0,48847.0,55544.0,52216.0,"Ran-binding protein, putative"
1840,Tb927.10.9440,411330.0,460870.0,437000.0,524530.0,521670.0,513090.0,NADH dehydrogenase
1841,Tb927.7.7490,8680.1,10031.0,11602.0,10590.0,10668.0,11026.0,"Zinc finger, C3HC4 type (RING finger), putative"
1842,Tb10.v4.0217,29957.0,43748.0,36322.0,44422.0,46196.0,44370.0,hypothetical protein
1843,Tb927.1.650,53171.0,62370.0,57495.0,60015.0,59774.0,57381.0,"conserved protein, unknown function"
1844,Tb927.6.2440,192740.0,212710.0,203050.0,214530.0,218190.0,209470.0,"Mo25-like, putative"
1845,Tb927.7.1290,63437.0,69484.0,63221.0,71259.0,71520.0,66694.0,"Protein of unknown function (DUF2012), putative"
1846,Tb927.9.11270,1720700.0,1918400.0,1762100.0,1911300.0,1900200.0,1890600.0,"t- complex protein 1 (eta subunit), putative"
1847,Tb927.10.8150,71925.0,80919.0,73128.0,83569.0,82759.0,79224.0,Bromodomain factor 1
1848,Tb927.11.2990,15191.0,18723.0,16377.0,19471.0,18466.0,17812.0,KREPB4
1849,Tb927.8.7610,165730.0,181380.0,168530.0,103690.0,99477.0,100320.0,"amino acid transporter 1, putative"
1850,Tb927.5.1870,147700.0,178000.0,159850.0,192230.0,199420.0,187580.0,"Fidgetin, putative"
1851,Tb927.8.3520,205730.0,230300.0,214330.0,209330.0,218220.0,213820.0,"hypothetical protein, conserved"
1852,Tb927.3.4940,109010.0,127530.0,114700.0,159100.0,149480.0,155210.0,"5-histidylcysteine sulfoxide synthase, putative"
1853,Tb927.11.3710,792480.0,900470.0,806010.0,991040.0,955570.0,961520.0,"hypothetical protein, conserved"
1854,Tb927.10.1520,135070.0,150890.0,143580.0,177920.0,178150.0,182200.0,"ras-related protein Rab21, putative"
1855,Tb927.11.9150,316390.0,365940.0,343750.0,371500.0,372980.0,373360.0,Mitochondrial processome subunit 1
1856,Tb927.8.2070,413420.0,456890.0,435660.0,698560.0,699890.0,690890.0,Present in the outer mitochondrial membrane proteome 39-1
1857,Tb927.4.2370,237150.0,275940.0,261390.0,259060.0,253330.0,253600.0,"hypothetical protein, conserved"
1858,Tb927.9.13970,148710.0,167040.0,159890.0,208710.0,208820.0,212770.0,KKT-interacting protein 9
1859,Tb927.11.2710,38800.0,43488.0,42702.0,46079.0,48495.0,45986.0,Cell division cycle 45
1860,Tb927.11.13730,131290.0,153820.0,137750.0,163300.0,161180.0,163720.0,ornithine decarboxylase
1861,Tb927.9.6160,29570.0,32405.0,30965.0,34014.0,33507.0,30578.0,"hypothetical protein, conserved"
1862,Tb927.9.3590,103300.0,124810.0,107140.0,131490.0,122480.0,129700.0,"monothiol glutaredoxin, putative"
1863,Tb927.10.9240,139190.0,156000.0,147630.0,213890.0,203280.0,205680.0,"Tir chaperone protein (CesT) family, putative"
1864,Tb927.10.11270,49348.0,52876.0,52729.0,53592.0,53679.0,54114.0,"RNA-binding protein, putative"
1865,Tb927.10.16070,34794.0,37354.0,34501.0,37253.0,36338.0,36789.0,Eukaryotic translation initiation factor 4E-2
1866,Tb927.8.3150,1532400.0,1721200.0,1550400.0,1723700.0,1683000.0,1695700.0,"T-complex protein 1, gamma subunit, putative"
1867,Tb927.5.4320,60713.0,72602.0,63172.0,94705.0,87720.0,87129.0,Pre-mRNA polyadenylation factor FIP1
1868,Tb927.10.10870,103960.0,117660.0,111900.0,112540.0,112550.0,109680.0,"CMGC family protein kinase, putative"
1869,Tb927.10.11510,387950.0,441430.0,396090.0,539090.0,520490.0,531260.0,"hypothetical protein, conserved"
1870,Tb927.3.560,130510.0,142370.0,134860.0,161100.0,164180.0,167050.0,"expression site-associated gene 11 (ESAG11) protein, putative"
1871,Tb927.7.7100,107740.0,123470.0,115550.0,143290.0,140590.0,143470.0,hypothetical protein
1872,Tb927.11.5050,610190.0,703990.0,658590.0,790870.0,795230.0,770120.0,"fumarate hydratase, class I"
1873,Tb927.10.450,1386700.0,1556500.0,1432200.0,1443500.0,1434400.0,1428400.0,Component of motile flagella 62
1874,Tb927.11.3100,323160.0,359650.0,330540.0,351310.0,342950.0,341470.0,Present in the outer mitochondrial membrane proteome 13
1875,Tb927.11.9960,218560.0,241600.0,218030.0,251070.0,242470.0,245690.0,"Protein of unknown function (DUF2870), putative"
1876,Tb927.10.11330,152130.0,174170.0,175140.0,153580.0,158090.0,155420.0,"EF-hand domain pair, putative"
1877,Tb927.10.8160,63131.0,79012.0,70794.0,79702.0,75446.0,76307.0,"hypothetical protein, conserved"
1878,Tb927.5.291b,222450.0,251840.0,236510.0,232720.0,231300.0,233100.0,"variant surface glycoprotein (VSG)-related, putative"
1879,Tb927.4.3980,286540.0,319810.0,296300.0,292580.0,289090.0,287970.0,"chaperone protein DnaJ, putative"
1880,Tb927.10.2770,786080.0,866700.0,786320.0,1038900.0,1005800.0,1002900.0,"eukaryotic translation initiation factor 5, putative"
1881,Tb927.9.12650,3138800.0,3566400.0,3166900.0,3529200.0,3408300.0,3461900.0,"ubiquitin-activating enzyme E1, putative"
1882,Tb927.1.2190,242550.0,275780.0,250920.0,279130.0,271430.0,281170.0,"Raptor N-terminal CASPase like domain containing protein, putative"
1883,Tb927.8.670,90525.0,103720.0,95087.0,108840.0,110800.0,111070.0,"hypothetical protein, conserved"
1884,Tb927.10.8190,1128000.0,1305000.0,1156200.0,1279900.0,1278500.0,1280500.0,"T-complex protein 1, theta subunit, putative"
1885,Tb927.4.3380,730000.0,827990.0,749360.0,791000.0,790190.0,785630.0,"myosin IB heavy chain, putative"
1886,Tb927.7.4660,60221.0,71695.0,66578.0,88856.0,90560.0,84843.0,"hypothetical protein, conserved"
1887,Tb927.10.12850,146000.0,168570.0,153170.0,163820.0,162980.0,157650.0,ttaggg binding factor
1888,Tb927.10.12990,92009.0,103730.0,97734.0,109700.0,109450.0,107340.0,predicted ankyrin repeat family protein
1889,Tb927.7.4320,124740.0,138120.0,135530.0,133130.0,140220.0,136600.0,"mRNA capping enzyme, beta chain, putative"
1890,Tb927.11.12430,126220.0,142130.0,133220.0,138650.0,138600.0,145530.0,"cell division cycle phosphatase 14, putative"
1891,Tb927.11.11830,658770.0,740610.0,697360.0,698290.0,677570.0,691070.0,"40S ribosomal protein S17, putative"
1892,Tb927.7.6360,173560.0,203080.0,176680.0,180880.0,172350.0,180640.0,histone H2A variant Z
1893,Tb927.10.9920,226450.0,263040.0,257670.0,380610.0,383470.0,384640.0,"hypothetical protein, conserved"
1894,Tb927.7.7000,487380.0,553320.0,514370.0,629190.0,633200.0,633930.0,"hook complex protein, conserved"
1895,Tb927.3.4980,217060.0,245790.0,239020.0,390690.0,392400.0,386160.0,"hypothetical protein, conserved, frameshift"
1896,Tb927.8.4610,297590.0,328930.0,315810.0,299070.0,295940.0,282910.0,Ras-related protein RabX1
1897,Tb927.2.1760,23617.0,28760.0,27380.0,30589.0,28452.0,30476.0,"hypothetical protein, conserved"
1898,Tb927.2.2460,58420.0,63092.0,63124.0,58653.0,60821.0,68694.0,"ubiquitin-conjugating enzyme E2, putative"
1899,Tb927.7.5440,108290.0,121170.0,114170.0,112020.0,109300.0,114210.0,"hypothetical protein, conserved"
1900,Tb927.11.10890,17576.0,20281.0,20827.0,22896.0,23430.0,22200.0,"hypothetical protein, conserved"
1901,Tb927.1.1790,105270.0,124240.0,111350.0,125850.0,128700.0,120190.0,"hypothetical PIN domain-containing protein, conserved"
1902,Tb927.10.15710,252740.0,298100.0,271020.0,266200.0,272090.0,266990.0,mitochondrial carrier protein
1903,Tb927.8.1670,48365.0,54085.0,52615.0,53669.0,52578.0,55841.0,"Serine/threonine-protein kinase NEK14, putative"
1904,Tb927.11.7890,232970.0,261150.0,238650.0,243960.0,240610.0,237430.0,zinc finger CCCH domain containing protein 44
1905,Tb927.10.11870,144560.0,162690.0,150300.0,193610.0,181650.0,180120.0,Guide RNA binding complex protein 5
1906,Tb927.7.6720,16737.0,17949.0,16567.0,28090.0,21858.0,24002.0,"hypothetical protein, conserved"
1907,Tb927.6.2900,238040.0,274870.0,243290.0,205580.0,211380.0,206750.0,dendritic cell-derived IFNG-induced protein
1908,Tb927.8.3610,77614.0,87512.0,81294.0,99374.0,95573.0,101820.0,"AKAP7 25 RNA ligase-like domain containing protein, putative"
1909,Tb927.6.2740,309760.0,358180.0,330160.0,336230.0,337860.0,340590.0,pyridoxal kinase
1910,Tb927.7.1660,56078.0,66249.0,58752.0,60427.0,63632.0,62155.0,"hypothetical protein, conserved"
1911,Tb927.10.8930,783300.0,918650.0,800950.0,863050.0,828080.0,827180.0,"paraflagellar rod component, putative"
1912,Tb927.10.14910,323770.0,374970.0,350700.0,409760.0,399620.0,392660.0,"Sarcalumenin, putative"
1913,Tb927.11.16320,145200.0,163390.0,160820.0,157550.0,166760.0,163340.0,"hypothetical protein, conserved"
1914,Tb927.8.6080,126140.0,137620.0,126210.0,150870.0,147810.0,190410.0,"Glycerophosphoryl diester phosphodiesterase family, putative"
1915,Tb927.9.2075,559010.0,639020.0,581000.0,536180.0,528630.0,525580.0,hypothetical protein
1916,Tb927.4.4210,418200.0,470430.0,447330.0,476280.0,477810.0,473370.0,"ATP-dependent zinc metalloprotease AFG3-like, putative"
1917,Tb927.9.15040,95979.0,109480.0,104280.0,113370.0,134220.0,124280.0,"DTW domain containing protein, putative"
1918,Tb927.10.2810,409310.0,463990.0,421430.0,441450.0,437760.0,432350.0,"hypothetical protein, conserved"
